3,1,296.23,188.23,30.76,76.35,1,-1,-1,-1
3,2,146.87,187.25,34.65,75.82,1,-1,-1,-1
3,3,357.57,188.85,34.33,86.97,1,-1,-1,-1
3,4,216.33,195.90,29.87,63.12,1,-1,-1,-1
3,5,121.59,194.00,28.41,67.02,1,-1,-1,-1
3,6,505.88,188.02,39.55,90.68,1,-1,-1,-1
3,7,418.91,193.02,34.12,79.24,1,-1,-1,-1
3,8,442.89,189.30,29.82,79.03,1,-1,-1,-1
4,1,295.78,186.49,31.37,77.91,1,-1,-1,-1
4,2,147.67,186.28,34.71,76.17,1,-1,-1,-1
4,3,362.54,187.68,35.60,89.98,1,-1,-1,-1
4,4,214.47,194.99,29.08,61.83,1,-1,-1,-1
4,5,122.11,192.48,28.68,67.81,1,-1,-1,-1
4,6,508.30,187.31,39.75,91.37,1,-1,-1,-1
4,7,420.68,190.75,35.01,81.32,1,-1,-1,-1
4,8,445.31,190.01,28.61,76.06,1,-1,-1,-1
5,1,295.62,185.91,31.62,78.36,1,-1,-1,-1
5,2,149.56,185.96,34.31,75.50,1,-1,-1,-1
5,3,369.09,185.81,36.66,92.40,1,-1,-1,-1
5,4,213.72,194.75,28.66,61.29,1,-1,-1,-1
5,5,124.19,190.52,29.28,69.52,1,-1,-1,-1
5,6,513.31,184.87,39.98,92.21,1,-1,-1,-1
5,7,423.86,190.02,35.03,81.26,1,-1,-1,-1
5,8,448.42,184.94,30.22,80.32,1,-1,-1,-1
5,10,237.71,197.69,19.88,50.29,1,-1,-1,-1
5,11,328.81,204.79,17.97,45.18,1,-1,-1,-1
5,12,492.04,190.92,31.01,75.55,1,-1,-1,-1
6,1,295.24,181.52,31.68,78.44,1,-1,-1,-1
6,2,152.75,181.59,34.68,76.66,1,-1,-1,-1
6,3,375.26,180.93,37.24,93.90,1,-1,-1,-1
6,4,212.49,191.85,28.54,61.10,1,-1,-1,-1
6,5,125.52,187.77,29.60,70.08,1,-1,-1,-1
6,6,517.15,180.50,39.85,91.72,1,-1,-1,-1
6,7,426.28,186.25,35.07,81.20,1,-1,-1,-1
6,8,453.05,181.91,29.71,78.89,1,-1,-1,-1
6,10,238.43,194.79,19.79,50.13,1,-1,-1,-1
6,11,332.53,204.25,17.71,44.11,1,-1,-1,-1
6,12,492.98,187.58,31.43,76.57,1,-1,-1,-1
